ID,Produto,Marca,Vendas,Valor Unitário,Categoria,Data da Venda,Nome do Cliente,Cidade do Cliente
1284,Televisão,Philco,3,2958.97,Eletrônicos,2025-05-29,Ana Carolina Moreira,da Rocha do Campo
1285,Aspirador de Pó,Philco,5,4791.46,Eletroportáteis,2024-07-10,Vitor Hugo Dias,Teixeira de Castro
1286,Geladeira,Electrolux,3,1245.16,Linha Branca,2024-08-06,Daniela Costa,Cardoso de Cunha
1287,Micro-ondas,Samsung,2,1884.14,Eletroportáteis,2025-06-19,Ana Azevedo,Nunes
1288,Aspirador de Pó,Electrolux,4,2293.73,Eletroportáteis,2024-03-08,Maitê Silveira,Ramos
1289,Liquidificador,Samsung,4,2331.42,Eletroportáteis,2025-05-21,Marina Souza,Carvalho Alegre
1290,Aspirador de Pó,Samsung,2,2480.39,Eletroportáteis,2023-09-27,João Pedro Moura,Ferreira
1291,Fogão,Panasonic,4,2247.93,Linha Branca,2024-04-26,João Felipe Cardoso,Mendes Alegre
1292,Televisão,Panasonic,3,2300.03,Eletrônicos,2025-05-24,João Guilherme Moraes,Pinto
1293,Liquidificador,Electrolux,1,1729.97,Eletroportáteis,2023-11-16,Benjamin Cardoso,Gomes Paulista
1294,Geladeira,Philco,5,954.67,Linha Branca,2024-12-18,Enzo Pinto,Barros
1295,Televisão,Philco,3,4934.59,Eletrônicos,2024-04-09,Eloah Carvalho,Monteiro do Oeste
1296,Secadora,Consul,3,3690.97,Linha Branca,2024-01-23,Sra. Eduarda Teixeira,das Neves da Serra
1297,Geladeira,Britânia,2,4264.8,Linha Branca,2023-10-22,Davi Lucca Pires,Cavalcanti de Minas
1298,Secadora,Electrolux,3,5199.3,Linha Branca,2024-05-27,Camila Alves,Novaes
1299,Liquidificador,Panasonic,5,1279.5,Eletroportáteis,2025-03-03,Leonardo Carvalho,Vieira de Fogaça
1300,Televisão,Mondial,4,3492.36,Eletrônicos,2024-02-25,Eduardo Fernandes,Lima de Minas
1301,Ar-Condicionado,LG,1,1552.63,Climatização,2023-12-01,Dra. Maria Cecília Aragão,Silveira da Prata
1302,Máquina de Lavar,Consul,5,1160.76,Linha Branca,2024-11-05,Sr. Benício Lima,Alves
1303,Máquina de Lavar,Philco,4,2853.77,Linha Branca,2025-06-13,Dra. Sophie Nunes,Farias
1304,Televisão,Consul,2,3722.83,Eletrônicos,2023-12-22,Melissa Lopes,Viana de Cunha
1305,Fogão,Mondial,3,1036.9,Linha Branca,2024-11-09,Bruna Araújo,Rocha
1306,Aspirador de Pó,Britânia,1,3759.33,Eletroportáteis,2024-02-21,Arthur Costela,Cavalcanti da Mata
1307,Liquidificador,Consul,2,1926.97,Eletroportáteis,2024-06-19,Srta. Maria da Costa,Viana dos Dourados
1308,Ar-Condicionado,Panasonic,4,294.73,Climatização,2024-02-16,Isabella Cavalcanti,da Mota
1309,Aspirador de Pó,LG,5,5229.26,Eletroportáteis,2025-02-18,Marina Teixeira,Santos Verde
1310,Fogão,Samsung,1,1324.27,Linha Branca,2024-03-01,Gabriela Fernandes,Rezende
1311,Secadora,Electrolux,4,3681.76,Linha Branca,2023-09-10,Danilo Moreira,Aragão da Serra
1312,Secadora,Mondial,1,2352.17,Linha Branca,2023-12-12,Isabelly Barros,Castro
1313,Ar-Condicionado,Mondial,4,3786.4,Climatização,2024-06-18,Paulo Rezende,da Luz
1314,Ar-Condicionado,LG,4,1220.89,Climatização,2025-01-08,Davi Lucca Araújo,Correia da Prata
1315,Secadora,Mondial,1,5573.49,Linha Branca,2024-07-19,Rebeca Pinto,da Mata de Minas
1316,Secadora,Britânia,3,3477.02,Linha Branca,2024-04-26,Benjamin da Rocha,Nogueira
1317,Micro-ondas,Philco,4,5695.56,Eletroportáteis,2023-12-08,Nathan Peixoto,Cunha
1318,Máquina de Lavar,Electrolux,2,2229.28,Linha Branca,2025-06-28,Ana Sophia Melo,Fogaça
1319,Televisão,Brastemp,3,1944.52,Eletrônicos,2024-01-02,Julia Barbosa,Viana
1320,Cafeteira,Midea,1,5243.88,Eletroportáteis,2024-07-27,Milena Santos,Silveira
1321,Fogão,Electrolux,5,2641.59,Linha Branca,2024-08-19,Maitê Vieira,Souza do Campo
1322,Micro-ondas,LG,1,5945.32,Eletroportáteis,2024-09-15,Enzo Souza,Moreira de Minas
1323,Micro-ondas,LG,4,5051.92,Eletroportáteis,2025-03-24,Sr. Antônio Campos,Gomes
1324,Liquidificador,Philco,5,476.57,Eletroportáteis,2025-05-28,Enzo Gabriel Monteiro,Santos de Goiás
1325,Fogão,Brastemp,3,544.89,Linha Branca,2023-10-29,Samuel Fogaça,Novaes dos Dourados
1326,Geladeira,Britânia,1,1478.1,Linha Branca,2023-11-26,Ana Vitória Peixoto,Azevedo
1327,Fogão,Electrolux,1,3212.62,Linha Branca,2024-10-21,Ana Carolina Farias,Rodrigues da Prata
1328,Liquidificador,Britânia,3,590.61,Eletroportáteis,2023-08-03,João Vitor Sales,Fogaça
1329,Máquina de Lavar,Electrolux,5,3723.56,Linha Branca,2024-04-10,Eduarda Caldeira,Barros da Mata
1330,Aspirador de Pó,Electrolux,2,4754.92,Eletroportáteis,2025-02-07,Maria Luiza Souza,Azevedo de Farias
1331,Secadora,LG,3,4494.68,Linha Branca,2023-11-10,Laís Ferreira,Pereira
1332,Geladeira,Panasonic,5,1195.73,Linha Branca,2023-10-24,Mirella da Rosa,Cunha
1333,Cafeteira,Samsung,5,5355.09,Eletroportáteis,2023-08-04,André da Rocha,Castro
1334,Máquina de Lavar,Consul,4,5043.81,Linha Branca,2024-11-11,Maria Eduarda Pinto,Moraes
1335,Fogão,Consul,2,2798.07,Linha Branca,2025-02-20,Valentina Pereira,Sales
1336,Ar-Condicionado,Consul,1,3683.83,Climatização,2023-11-02,João Vitor Correia,Oliveira
1337,Ar-Condicionado,Samsung,3,5304.14,Climatização,2023-12-31,Maria Alice Vieira,Pires
1338,Aspirador de Pó,Brastemp,1,1097.09,Eletroportáteis,2024-09-06,Sr. Igor Barbosa,da Paz da Mata
1339,Fogão,Mondial,1,5456.96,Linha Branca,2024-01-25,Kamilly Viana,Costela dos Dourados
1340,Ar-Condicionado,Midea,3,3136.49,Climatização,2024-02-01,Noah Santos,Duarte Alegre
1341,Secadora,Brastemp,4,4660.24,Linha Branca,2025-05-08,Sra. Júlia Pinto,Gomes do Campo
1342,Micro-ondas,Brastemp,5,677.3,Eletroportáteis,2025-03-23,Dr. Nicolas Nunes,Cunha
1343,Micro-ondas,Electrolux,2,2385.28,Eletroportáteis,2023-10-18,Luiz Gustavo Silva,da Mota de Caldeira
1344,Fogão,Mondial,3,3685.42,Linha Branca,2025-01-31,Nicolas Barros,Pereira do Sul
1345,Liquidificador,Brastemp,3,5228.86,Eletroportáteis,2024-02-27,Thales Barbosa,Cardoso
1346,Cafeteira,Mondial,1,4898.53,Eletroportáteis,2023-08-26,Ana Beatriz Barros,da Cruz de Minas
1347,Geladeira,Britânia,2,2869.57,Linha Branca,2024-01-29,Sr. Calebe Cardoso,Nogueira
1348,Secadora,Electrolux,3,3981.28,Linha Branca,2024-11-13,Dr. Emanuel Lopes,Pinto de Goiás
1349,Ar-Condicionado,Midea,2,5512.15,Climatização,2024-08-11,Calebe Alves,Costa da Prata
1350,Fogão,Electrolux,3,2948.8,Linha Branca,2024-09-22,Dr. Miguel Peixoto,Souza
1351,Fogão,Philco,1,3079.05,Linha Branca,2024-09-13,Dra. Manuela Correia,Porto de Minas
1352,Fogão,Samsung,2,3347.81,Linha Branca,2023-08-13,Kevin Silveira,Araújo da Mata
1353,Máquina de Lavar,Britânia,5,4211.86,Linha Branca,2024-03-08,Dr. João Miguel Pinto,Castro
1354,Micro-ondas,Electrolux,2,3856.37,Eletroportáteis,2024-10-01,Sra. Emanuella Teixeira,da Rosa Paulista
1355,Geladeira,Philco,4,2225.76,Linha Branca,2023-09-15,Kaique Barbosa,Ribeiro
1356,Geladeira,Britânia,2,321.07,Linha Branca,2025-03-30,Davi Lucas Freitas,Pinto das Flores
1357,Geladeira,Electrolux,3,3083.32,Linha Branca,2024-06-12,Agatha Freitas,Campos de da Costa
1358,Máquina de Lavar,Midea,4,5900.47,Linha Branca,2023-09-16,Gabrielly Barbosa,Fernandes dos Dourados
1359,Cafeteira,Mondial,4,3938.58,Eletroportáteis,2024-10-08,Enzo Gabriel Barros,Pereira
1360,Secadora,Mondial,4,5845.56,Linha Branca,2023-12-03,Amanda Castro,da Rosa
1361,Micro-ondas,Electrolux,4,4107.89,Eletroportáteis,2025-05-14,Carolina Pires,Nascimento
1362,Geladeira,Panasonic,1,4725.1,Linha Branca,2024-08-10,Larissa Fernandes,Carvalho
1363,Máquina de Lavar,Brastemp,2,469.41,Linha Branca,2024-12-17,Daniel da Cunha,Costela
1364,Secadora,Philco,1,1181.17,Linha Branca,2024-02-07,Sra. Isabel da Rosa,Freitas Alegre
1365,Fogão,Brastemp,5,1768.21,Linha Branca,2023-10-03,Lorena Ferreira,Moreira da Prata
1366,Micro-ondas,Consul,3,5263.86,Eletroportáteis,2025-06-27,Sr. Bruno Moreira,Nunes
1367,Secadora,Midea,2,3835.31,Linha Branca,2024-09-11,Igor Pereira,Viana das Flores
1368,Secadora,Electrolux,1,2677.88,Linha Branca,2025-06-04,Arthur Rezende,Costa
1369,Máquina de Lavar,LG,4,4432.22,Linha Branca,2025-01-15,Dr. Pietro Santos,da Conceição das Pedras
1370,Fogão,Consul,2,5714.15,Linha Branca,2024-03-26,Maria Clara Dias,Barbosa da Praia
1371,Geladeira,Mondial,4,1309.9,Linha Branca,2024-08-25,Pedro Henrique Monteiro,Lima de Aragão
1372,Ar-Condicionado,Philco,1,4466.21,Climatização,2023-10-31,Leonardo Oliveira,Monteiro do Galho
1373,Máquina de Lavar,Mondial,3,5295.95,Linha Branca,2024-12-22,Laís Aragão,Peixoto
1374,Ar-Condicionado,Brastemp,5,1933.69,Climatização,2024-12-14,Felipe Nunes,Melo de Ramos
1375,Ar-Condicionado,Panasonic,2,4189.62,Climatização,2024-03-04,Lara da Rocha,Alves de da Paz
1376,Ar-Condicionado,Brastemp,4,5489.19,Climatização,2025-07-09,Dr. Diogo Azevedo,Correia de Almeida
1377,Aspirador de Pó,Panasonic,4,3605.71,Eletroportáteis,2025-01-30,Isabelly Cardoso,Moura do Norte
1378,Televisão,Consul,4,5937.7,Eletrônicos,2024-06-05,Ana Carolina Caldeira,Pires da Serra
1379,Máquina de Lavar,Britânia,1,4272.43,Linha Branca,2023-10-02,Gabriel da Mota,Nascimento das Flores
1380,Secadora,Brastemp,5,718.06,Linha Branca,2024-07-05,Felipe Rodrigues,Fogaça Grande
1381,Geladeira,LG,5,5420.19,Linha Branca,2023-11-09,João Pedro Ferreira,Vieira dos Dourados
1382,Máquina de Lavar,Mondial,5,4704.52,Linha Branca,2023-08-04,Antônio Freitas,Melo
1383,Micro-ondas,Mondial,4,2661.77,Eletroportáteis,2025-07-09,Levi Duarte,da Mota da Serra
1384,Fogão,Panasonic,3,4082.82,Linha Branca,2024-02-19,Sofia Duarte,Pinto da Serra
1385,Televisão,Philco,4,529.79,Eletrônicos,2025-06-28,Heloísa Alves,Nascimento
1386,Geladeira,LG,4,3318.62,Linha Branca,2025-03-09,Davi Lucca Cunha,Duarte Verde
1387,Fogão,Brastemp,1,1104.88,Linha Branca,2023-07-26,Dra. Emanuella da Rocha,da Luz
1388,Secadora,Brastemp,5,4991.38,Linha Branca,2024-08-05,Nina Souza,Pereira de Nunes
1389,Ar-Condicionado,LG,4,3393.56,Climatização,2025-06-08,Leonardo Alves,Azevedo
1390,Ar-Condicionado,Electrolux,3,3938.32,Climatização,2025-05-30,João Cavalcanti,Costela
1391,Ar-Condicionado,Panasonic,5,5374.97,Climatização,2023-10-04,Maria Julia Azevedo,Fogaça de Minas
1392,Cafeteira,Britânia,4,3883.83,Eletroportáteis,2024-10-11,Dra. Heloísa Rocha,Silva de Pires
1393,Geladeira,Philco,5,1552.17,Linha Branca,2024-05-26,Lucca Cunha,Correia
1394,Micro-ondas,Brastemp,4,886.1,Eletroportáteis,2024-04-25,Brenda Farias,Sales
1395,Aspirador de Pó,Panasonic,5,2501.82,Eletroportáteis,2025-06-23,Pietro da Costa,Cardoso da Mata
1396,Aspirador de Pó,Brastemp,2,3729.29,Eletroportáteis,2025-02-06,Camila Moraes,Rezende
1397,Cafeteira,Mondial,5,552.88,Eletroportáteis,2025-03-08,Pietro Monteiro,Fernandes
1398,Micro-ondas,LG,3,5881.66,Eletroportáteis,2024-04-21,Ana Carolina Duarte,Castro
1399,Fogão,Midea,4,2277.16,Linha Branca,2024-04-11,Pietro Santos,Dias do Norte
1400,Secadora,Philco,5,380.16,Linha Branca,2024-10-31,Alice da Rosa,Costela
1401,Secadora,Philco,1,5173.83,Linha Branca,2024-08-05,Renan Jesus,Moura Paulista
1402,Ar-Condicionado,LG,4,2624.66,Climatização,2024-08-13,Eduarda Souza,Gomes de Rocha
1403,Cafeteira,Mondial,3,3175.89,Eletroportáteis,2024-02-22,Dra. Olivia Rocha,Rezende de Minas
1404,Cafeteira,Britânia,2,3418.61,Eletroportáteis,2025-07-04,Srta. Kamilly Rocha,Costela
1405,Fogão,Consul,3,346.16,Linha Branca,2024-03-03,Dr. Juan Correia,Fernandes do Sul
1406,Televisão,Philco,5,5071.57,Eletrônicos,2024-08-16,Stephany Nascimento,Nascimento
1407,Micro-ondas,LG,1,2469.11,Eletroportáteis,2025-05-03,Cecília Souza,Nunes do Norte
1408,Aspirador de Pó,Mondial,1,3947.64,Eletroportáteis,2023-12-20,Thales Cardoso,Monteiro
1409,Liquidificador,Philco,4,2754.71,Eletroportáteis,2025-06-10,Arthur Barbosa,Caldeira Grande
1410,Secadora,Philco,1,632.84,Linha Branca,2025-01-10,Ana Laura da Cruz,Cavalcanti
1411,Geladeira,Samsung,3,4619.79,Linha Branca,2023-12-10,Kevin da Rosa,Cavalcanti da Praia
1412,Fogão,Mondial,4,2417.3,Linha Branca,2024-08-14,Giovanna Fogaça,Pires
1413,Liquidificador,Mondial,2,4471.39,Eletroportáteis,2024-01-31,Emanuella Barbosa,Lopes
1414,Aspirador de Pó,Brastemp,3,696.33,Eletroportáteis,2025-05-15,Dr. João Guilherme Novaes,Pires
1415,Liquidificador,LG,1,3790.56,Eletroportáteis,2025-03-16,Enzo Rodrigues,Araújo do Amparo
1416,Secadora,Panasonic,2,5616.46,Linha Branca,2025-02-10,João Felipe Moura,da Cunha
1417,Ar-Condicionado,Britânia,5,1983.04,Climatização,2023-09-02,Emanuelly Correia,Lopes
1418,Cafeteira,Samsung,5,3280.62,Eletroportáteis,2024-04-24,Bernardo Vieira,Moraes
1419,Micro-ondas,Midea,5,1210.66,Eletroportáteis,2025-04-16,Arthur Caldeira,Rodrigues
1420,Geladeira,Mondial,2,5733.32,Linha Branca,2023-10-18,João Vitor Rezende,Dias
1421,Televisão,Panasonic,4,2210.95,Eletrônicos,2024-10-14,Erick Souza,Araújo
1422,Geladeira,Samsung,5,1572.4,Linha Branca,2024-10-29,Daniela Souza,Castro de Azevedo
1423,Máquina de Lavar,Britânia,1,1097.96,Linha Branca,2023-12-07,Gabrielly Aragão,Rezende
1424,Aspirador de Pó,Consul,1,4579.05,Eletroportáteis,2025-04-29,Samuel Peixoto,Moreira
1425,Televisão,Mondial,3,4854.05,Eletrônicos,2023-12-28,Maria Cecília Alves,Jesus da Serra
1426,Liquidificador,Midea,4,4377.61,Eletroportáteis,2024-01-26,Vicente Nascimento,Gonçalves das Pedras
1427,Aspirador de Pó,Electrolux,3,267.89,Eletroportáteis,2024-09-06,Nicole Fogaça,Vieira
1428,Aspirador de Pó,Midea,4,2286.67,Eletroportáteis,2023-11-27,Igor Cavalcanti,Silveira
1429,Cafeteira,Panasonic,2,4335.88,Eletroportáteis,2024-12-20,Ian Farias,Caldeira
1430,Geladeira,Philco,2,2035.23,Linha Branca,2024-10-29,Eduardo Cunha,Teixeira do Sul
1431,Televisão,Brastemp,3,2832.2,Eletrônicos,2025-05-23,Maria Sophia Oliveira,Jesus
1432,Fogão,LG,3,608.74,Linha Branca,2024-12-01,Lara Barros,da Cruz do Amparo
1433,Liquidificador,Panasonic,3,2151.22,Eletroportáteis,2024-01-14,Enzo Fogaça,da Rocha
1434,Liquidificador,Philco,5,5951.48,Eletroportáteis,2023-11-18,Dr. Enzo Cunha,Rodrigues
1435,Liquidificador,Panasonic,2,5970.29,Eletroportáteis,2024-09-25,Igor Barros,Alves do Campo
1436,Secadora,Panasonic,1,1764.26,Linha Branca,2023-11-28,Vitor Hugo Rocha,da Paz
1437,Geladeira,Electrolux,4,4411.87,Linha Branca,2024-04-05,Guilherme Teixeira,da Costa da Prata
1438,Máquina de Lavar,Samsung,4,1035.26,Linha Branca,2023-09-07,Gabriel Costa,Castro do Amparo
1439,Televisão,Philco,2,2229.44,Eletrônicos,2024-10-16,Sofia Lopes,Campos
1440,Micro-ondas,Samsung,4,5412.68,Eletroportáteis,2024-11-27,Eloah Peixoto,Caldeira do Amparo
1441,Liquidificador,Brastemp,4,5359.55,Eletroportáteis,2023-09-21,Maria Luiza Nascimento,Alves de Lima
1442,Televisão,Brastemp,5,5506.5,Eletrônicos,2025-02-11,Murilo Oliveira,Costela
1443,Aspirador de Pó,Electrolux,5,3114.16,Eletroportáteis,2023-10-15,Sr. Diogo da Costa,Freitas de da Luz
1444,Máquina de Lavar,Samsung,2,920.29,Linha Branca,2024-07-12,Alana Vieira,da Rocha do Oeste
1445,Máquina de Lavar,Brastemp,4,1011.5,Linha Branca,2025-01-19,Mirella Caldeira,Almeida das Flores
1446,Televisão,Panasonic,4,2606.57,Eletrônicos,2024-06-05,Ana Carolina Teixeira,Caldeira do Oeste
1447,Geladeira,Midea,5,572.76,Linha Branca,2025-04-06,Bárbara Monteiro,Lima
1448,Televisão,Brastemp,4,314.27,Eletrônicos,2025-04-20,Amanda Farias,Ribeiro
1449,Fogão,Panasonic,1,201.0,Linha Branca,2024-12-20,Gabrielly Carvalho,Rezende
1450,Aspirador de Pó,Electrolux,2,808.78,Eletroportáteis,2024-04-08,Vitória Melo,Duarte de Melo
1451,Geladeira,Samsung,3,1185.62,Linha Branca,2024-09-11,Dr. Levi Lopes,Duarte
1452,Geladeira,Electrolux,1,3675.05,Linha Branca,2025-06-28,Vinicius Jesus,da Mota de Rocha
1453,Geladeira,Brastemp,5,2963.78,Linha Branca,2023-11-12,Sr. Paulo Gonçalves,Souza do Sul
1454,Micro-ondas,Electrolux,5,4963.74,Eletroportáteis,2025-02-02,Calebe Cardoso,da Paz de da Mata
1455,Fogão,Electrolux,5,433.17,Linha Branca,2025-04-11,Joana Rodrigues,Souza
1456,Televisão,Panasonic,5,1367.52,Eletrônicos,2023-11-26,Daniel da Cruz,Costa de Lima
1457,Micro-ondas,Brastemp,1,5283.72,Eletroportáteis,2025-05-06,Dra. Eduarda da Cunha,Ferreira
1458,Liquidificador,Mondial,3,3191.73,Eletroportáteis,2025-06-15,Enrico da Luz,Teixeira
1459,Aspirador de Pó,Brastemp,3,839.51,Eletroportáteis,2023-08-22,Laura Sales,Campos das Pedras
1460,Cafeteira,Electrolux,1,586.51,Eletroportáteis,2024-10-05,Helena Barros,Novaes
1461,Televisão,Consul,4,1413.49,Eletrônicos,2025-02-26,Evelyn Caldeira,Dias de Peixoto
1462,Máquina de Lavar,Electrolux,2,3322.75,Linha Branca,2023-08-31,Dra. Carolina da Mata,Cunha
1463,Liquidificador,Britânia,2,5439.22,Eletroportáteis,2024-09-18,Sr. Rafael da Conceição,Rodrigues
1464,Ar-Condicionado,Samsung,4,5397.69,Climatização,2024-04-14,Danilo Ferreira,Rodrigues
1465,Televisão,Philco,3,4491.74,Eletrônicos,2023-10-07,Gustavo Henrique Correia,da Paz da Mata
1466,Ar-Condicionado,Consul,5,1069.77,Climatização,2023-10-15,Helena Viana,Costa
1467,Liquidificador,Panasonic,5,4433.23,Eletroportáteis,2025-05-16,Erick Oliveira,Lima
1468,Geladeira,Philco,5,3993.36,Linha Branca,2024-09-28,Otávio da Costa,da Mota
1469,Máquina de Lavar,Consul,4,4156.53,Linha Branca,2024-12-26,Laura Cardoso,da Mota de Goiás
1470,Liquidificador,Britânia,3,666.37,Eletroportáteis,2023-12-08,Ana Júlia Lima,Melo
1471,Televisão,Mondial,3,205.47,Eletrônicos,2024-08-09,João Lucas Campos,Martins
1472,Liquidificador,Panasonic,4,1795.2,Eletroportáteis,2023-10-19,Vitor Gabriel Caldeira,Rocha Verde
1473,Ar-Condicionado,Consul,1,4711.11,Climatização,2024-03-27,Luiz Gustavo Gomes,Vieira de Moreira
1474,Máquina de Lavar,Brastemp,1,4612.93,Linha Branca,2025-05-19,Clarice Costela,Pires Paulista
1475,Televisão,Mondial,3,5579.6,Eletrônicos,2024-09-07,Marina das Neves,Santos
1476,Secadora,LG,5,3836.97,Linha Branca,2025-04-07,Alice Farias,Campos das Pedras
1477,Televisão,Midea,2,2664.71,Eletrônicos,2023-07-28,Antônio da Costa,Carvalho do Sul
1478,Televisão,Philco,2,5961.24,Eletrônicos,2024-02-29,Maria Eduarda Pereira,das Neves do Sul
1479,Micro-ondas,Philco,4,886.97,Eletroportáteis,2024-06-19,Matheus Ribeiro,Pinto de Correia
1480,Televisão,Philco,2,5284.21,Eletrônicos,2024-03-14,Caio Fernandes,Viana de Goiás
1481,Ar-Condicionado,Philco,4,4650.54,Climatização,2024-06-16,Fernando Costa,da Mata
1482,Geladeira,Britânia,2,3389.77,Linha Branca,2024-05-29,Olivia Oliveira,Dias
1483,Aspirador de Pó,Midea,2,3443.33,Eletroportáteis,2024-04-04,Sra. Melissa Souza,Viana da Mata
1484,Máquina de Lavar,Panasonic,1,2783.88,Linha Branca,2024-01-17,Lucas Gabriel Fogaça,Rodrigues de Costa
1485,Secadora,Panasonic,3,2588.69,Linha Branca,2024-04-20,Sr. Yago Monteiro,Ribeiro
1486,Secadora,Britânia,4,5660.79,Linha Branca,2025-02-01,João Vitor Dias,Fernandes
1487,Micro-ondas,Mondial,2,3329.56,Eletroportáteis,2024-07-19,Diogo Aragão,da Mota de Minas
1488,Fogão,Brastemp,3,2599.73,Linha Branca,2024-09-02,Srta. Fernanda Fernandes,Moura Grande
1489,Televisão,Britânia,5,3307.71,Eletrônicos,2024-05-27,Ana Clara Nascimento,Pereira
1490,Fogão,Britânia,2,1405.41,Linha Branca,2024-12-31,Raquel Gomes,Nascimento
1491,Fogão,LG,3,3459.23,Linha Branca,2023-12-03,Mirella Cunha,Alves
1492,Micro-ondas,Philco,2,2577.65,Eletroportáteis,2023-07-13,Luiz Gustavo Moraes,Rodrigues da Praia
1493,Micro-ondas,Midea,5,4058.82,Eletroportáteis,2025-06-09,Rafaela Moraes,Silva
1494,Ar-Condicionado,LG,3,5504.77,Climatização,2023-10-05,Marcela Pinto,Farias de Almeida
1495,Aspirador de Pó,Brastemp,1,1591.39,Eletroportáteis,2024-11-05,Dr. Augusto Nogueira,Nascimento do Oeste
1496,Secadora,LG,1,3739.87,Linha Branca,2025-04-16,Francisco Ramos,Mendes da Mata
1497,Televisão,Consul,5,4018.24,Eletrônicos,2023-10-02,Lavínia Moura,Pereira das Pedras
1498,Televisão,LG,4,3669.72,Eletrônicos,2025-03-11,Gabrielly Barros,Lima das Pedras
1499,Televisão,Mondial,2,1214.05,Eletrônicos,2024-02-13,Thomas Caldeira,da Rocha
1500,Cafeteira,Britânia,4,5769.56,Eletroportáteis,2024-10-19,Davi Lucas Cunha,Souza do Amparo
1501,Ar-Condicionado,Samsung,3,4389.78,Climatização,2024-05-28,Davi Luiz Dias,Araújo de Carvalho
1502,Televisão,Mondial,3,3522.43,Eletrônicos,2024-08-07,Dr. Bernardo Correia,Freitas do Campo
1503,Fogão,Panasonic,2,924.19,Linha Branca,2023-09-03,Sr. Vicente Caldeira,Silveira
1504,Ar-Condicionado,Britânia,3,2352.33,Climatização,2024-01-19,Camila Monteiro,Barbosa do Oeste
1505,Aspirador de Pó,Brastemp,2,3351.47,Eletroportáteis,2023-11-06,Carolina Costela,Costela de Minas
1506,Ar-Condicionado,Electrolux,2,4712.19,Climatização,2024-06-23,Srta. Gabrielly da Mata,Aragão de da Cruz
1507,Ar-Condicionado,LG,4,4891.26,Climatização,2025-02-01,Vinicius Nunes,Pereira Verde
1508,Fogão,Brastemp,4,910.62,Linha Branca,2025-03-05,Thiago Carvalho,Duarte da Mata
1509,Ar-Condicionado,Electrolux,4,4687.02,Climatização,2024-02-02,Dr. Marcelo Vieira,Freitas do Galho
1510,Secadora,Brastemp,3,5390.17,Linha Branca,2024-10-14,Lavínia Peixoto,Sales
1511,Cafeteira,Panasonic,4,3048.57,Eletroportáteis,2024-05-11,Luiz Henrique Monteiro,Porto
1512,Secadora,Brastemp,5,2670.99,Linha Branca,2024-04-05,Dr. Renan Barbosa,Nogueira de Jesus
1513,Fogão,LG,2,1355.02,Linha Branca,2024-04-06,Paulo Almeida,Sales do Sul
1514,Liquidificador,Panasonic,2,5667.86,Eletroportáteis,2024-09-14,Yasmin Moreira,Pires da Mata
1515,Geladeira,Consul,2,3351.53,Linha Branca,2023-11-02,Dr. Benício Barros,Azevedo de Minas
1516,Aspirador de Pó,Panasonic,3,5002.01,Eletroportáteis,2025-01-12,Lucas Gabriel Ribeiro,Gonçalves
1517,Fogão,Consul,1,2447.7,Linha Branca,2024-06-18,Melissa Lopes,Fernandes
1518,Ar-Condicionado,Panasonic,4,4627.89,Climatização,2024-03-16,Manuela Monteiro,Silva Alegre
1519,Fogão,Electrolux,5,4724.05,Linha Branca,2025-05-12,Gustavo Henrique Viana,da Mata da Mata
1520,Liquidificador,Philco,4,4017.36,Eletroportáteis,2023-08-27,Dr. Vitor Hugo Monteiro,Farias
1521,Fogão,Brastemp,4,1164.03,Linha Branca,2024-11-30,Evelyn da Mota,Castro de Goiás
1522,Televisão,Electrolux,3,605.97,Eletrônicos,2023-09-11,Enrico Cavalcanti,Oliveira
1523,Ar-Condicionado,Midea,4,5656.59,Climatização,2024-10-02,Dr. Breno Barros,Lima Alegre
1524,Micro-ondas,Electrolux,4,4542.47,Eletroportáteis,2025-06-06,Noah Santos,das Neves
1525,Geladeira,Samsung,1,4419.79,Linha Branca,2025-02-01,Vicente da Mata,Santos
1526,Máquina de Lavar,Midea,5,5813.46,Linha Branca,2024-04-30,Benjamin Dias,Moraes do Galho
1527,Fogão,LG,2,5285.28,Linha Branca,2024-01-26,Luiz Fernando Ribeiro,da Cunha Alegre
